plug_label,colony_id,treatment,bleach_treat,symbiont_treat,bleach_bath,tank,position,treat_tank,full,y,x,coord_plot
589,C,L_SD,Low,SD,C,3,18,L_SD_3,L_SD_3_18,3,11,"3, 11"
590,C,L_RIC,Low,RIC,C,3,28,L_RIC_3,L_RIC_3_28,5,7,"5, 7"
591,C,C,Control,C,D,1,26,C_1,C_1_26,5,3,"5, 3"
593,C,S_SD,Severe,SD,B,2,11,S_SD_2,S_SD_2_11,2,10,"2, 10"
594,D,L_SD,Low,SD,B,2,7,L_SD_2,L_SD_2_7,2,2,"2, 2"
595,D,M_RIC,Medium,RIC,A,1,21,M_RIC_1,M_RIC_1_21,4,6,"4, 6"
596,D,S_RIC,Severe,RIC,A,1,5,S_RIC_1,S_RIC_1_5,1,9,"1, 9"
598,D,C,Control,C,D,3,38,C_3,C_3_38,7,3,"7, 3"
599,D,S_RIC,Severe,RIC,B,2,32,S_RIC_2,S_RIC_2_32,6,4,"6, 4"
600,D,S_SS8,Severe,SS8,A,1,37,S_SS8_1,S_SS8_1_37,7,1,"7, 1"
602,D,M_SD,Medium,SD,A,1,6,M_SD_1,M_SD_1_6,1,11,"1, 11"
603,D,C,Control,C,D,1,38,C_1,C_1_38,7,3,"7, 3"
604,D,S_SS8,Severe,SS8,A,1,41,S_SS8_1,S_SS8_1_41,7,9,"7, 9"
605,D,S_SS8,Severe,SS8,A,1,22,S_SS8_1,S_SS8_1_22,4,8,"4, 8"
606,D,M_RIC,Medium,RIC,C,3,24,M_RIC_3,M_RIC_3_24,4,12,"4, 12"
607,D,L_SD,Low,SD,A,1,23,L_SD_1,L_SD_1_23,4,10,"4, 10"
608,D,C,Control,C,D,1,42,C_1,C_1_42,7,11,"7, 11"
610,D,L_SS8,Low,SS8,B,2,21,L_SS8_2,L_SS8_2_21,4,6,"4, 6"
612,D,M_SD,Medium,SD,C,3,40,M_SD_3,M_SD_3_40,7,7,"7, 7"
613,D,S_SS8,Severe,SS8,A,1,29,S_SS8_1,S_SS8_1_29,5,9,"5, 9"
615,D,L_RIC,Low,RIC,A,1,19,L_RIC_1,L_RIC_1_19,4,2,"4, 2"
618,D,S_SD,Severe,SD,C,3,26,S_SD_3,S_SD_3_26,5,3,"5, 3"
619,D,S_RIC,Severe,RIC,B,2,39,S_RIC_2,S_RIC_2_39,7,5,"7, 5"
621,D,M_SS8,Medium,SS8,C,3,26,M_SS8_3,M_SS8_3_26,5,3,"5, 3"
623,D,S_RIC,Severe,RIC,A,1,41,S_RIC_1,S_RIC_1_41,7,9,"7, 9"
624,D,L_SS8,Low,SS8,A,1,35,L_SS8_1,L_SS8_1_35,6,10,"6, 10"
633,D,L_SS8,Low,SS8,A,1,40,L_SS8_1,L_SS8_1_40,7,7,"7, 7"
636,D,S_RIC,Severe,RIC,C,3,4,S_RIC_3,S_RIC_3_4,1,7,"1, 7"
637,D,M_SS8,Medium,SS8,A,1,35,M_SS8_1,M_SS8_1_35,6,10,"6, 10"
638,D,M_RIC,Medium,RIC,C,3,33,M_RIC_3,M_RIC_3_33,6,6,"6, 6"
641,D,M_RIC,Medium,RIC,A,1,3,M_RIC_1,M_RIC_1_3,1,5,"1, 5"
642,D,L_RIC,Low,RIC,B,2,31,L_RIC_2,L_RIC_2_31,6,2,"6, 2"
643,D,L_RIC,Low,RIC,A,1,12,L_RIC_1,L_RIC_1_12,2,12,"2, 12"
644,D,S_RIC,Severe,RIC,C,3,24,S_RIC_3,S_RIC_3_24,4,12,"4, 12"
645,D,C,Control,C,D,2,38,C_2,C_2_38,7,3,"7, 3"
647,D,S_SS8,Severe,SS8,C,3,4,S_SS8_3,S_SS8_3_4,1,7,"1, 7"
648,D,C,Control,C,D,1,6,C_1,C_1_6,1,11,"1, 11"
654,D,S_RIC,Severe,RIC,A,1,33,S_RIC_1,S_RIC_1_33,6,6,"6, 6"
655,D,L_SS8,Low,SS8,B,2,30,L_SS8_2,L_SS8_2_30,5,11,"5, 11"
656,D,M_RIC,Medium,RIC,C,3,35,M_RIC_3,M_RIC_3_35,6,10,"6, 10"
659,D,L_SD,Low,SD,B,2,29,L_SD_2,L_SD_2_29,5,9,"5, 9"
660,D,M_RIC,Medium,RIC,A,1,11,M_RIC_1,M_RIC_1_11,2,10,"2, 10"
661,D,M_SS8,Medium,SS8,C,3,4,M_SS8_3,M_SS8_3_4,1,7,"1, 7"
665,D,M_SD,Medium,SD,B,2,34,M_SD_2,M_SD_2_34,6,8,"6, 8"
666,D,S_SS8,Severe,SS8,A,1,26,S_SS8_1,S_SS8_1_26,5,3,"5, 3"
667,D,S_RIC,Severe,RIC,C,3,22,S_RIC_3,S_RIC_3_22,4,8,"4, 8"
668,D,S_SD,Severe,SD,A,1,35,S_SD_1,S_SD_1_35,6,10,"6, 10"
669,D,C,Control,C,D,2,21,C_2,C_2_21,4,6,"4, 6"
670,D,C,Control,C,D,3,42,C_3,C_3_42,7,11,"7, 11"
671,D,M_SS8,Medium,SS8,B,2,11,M_SS8_2,M_SS8_2_11,2,10,"2, 10"
672,D,S_SD,Severe,SD,C,3,21,S_SD_3,S_SD_3_21,4,6,"4, 6"
674,D,L_RIC,Low,RIC,B,2,15,L_RIC_2,L_RIC_2_15,3,5,"3, 5"
675,D,M_SD,Medium,SD,A,1,13,M_SD_1,M_SD_1_13,3,1,"3, 1"
676,D,L_SD,Low,SD,C,3,8,L_SD_3,L_SD_3_8,2,4,"2, 4"
677,D,C,Control,C,D,1,35,C_1,C_1_35,6,10,"6, 10"
679,D,S_SD,Severe,SD,A,1,28,S_SD_1,S_SD_1_28,5,7,"5, 7"
681,D,L_SD,Low,SD,C,3,14,L_SD_3,L_SD_3_14,3,3,"3, 3"
682,D,C,Control,C,D,2,36,C_2,C_2_36,6,12,"6, 12"
683,D,M_SD,Medium,SD,C,3,6,M_SD_3,M_SD_3_6,1,11,"1, 11"
685,D,M_SD,Medium,SD,C,3,10,M_SD_3,M_SD_3_10,2,8,"2, 8"
686,D,S_SD,Severe,SD,C,3,8,S_SD_3,S_SD_3_8,2,4,"2, 4"
687,D,M_RIC,Medium,RIC,A,1,40,M_RIC_1,M_RIC_1_40,7,7,"7, 7"
688,D,L_SD,Low,SD,A,1,21,L_SD_1,L_SD_1_21,4,6,"4, 6"
689,D,L_RIC,Low,RIC,C,3,14,L_RIC_3,L_RIC_3_14,3,3,"3, 3"
691,D,L_SS8,Low,SS8,B,2,1,L_SS8_2,L_SS8_2_1,1,1,"1, 1"
693,D,L_SD,Low,SD,C,3,40,L_SD_3,L_SD_3_40,7,7,"7, 7"
694,D,S_RIC,Severe,RIC,B,2,30,S_RIC_2,S_RIC_2_30,5,11,"5, 11"
696,D,S_RIC,Severe,RIC,A,1,12,S_RIC_1,S_RIC_1_12,2,12,"2, 12"
697,D,C,Control,C,D,1,22,C_1,C_1_22,4,8,"4, 8"
699,D,M_SD,Medium,SD,C,3,33,M_SD_3,M_SD_3_33,6,6,"6, 6"
700,D,M_SS8,Medium,SS8,B,2,3,M_SS8_2,M_SS8_2_3,1,5,"1, 5"
701,D,M_SS8,Medium,SS8,A,1,24,M_SS8_1,M_SS8_1_24,4,12,"4, 12"
703,D,L_SS8,Low,SS8,A,1,9,L_SS8_1,L_SS8_1_9,2,6,"2, 6"
704,D,M_SD,Medium,SD,B,2,13,M_SD_2,M_SD_2_13,3,1,"3, 1"
707,D,M_SD,Medium,SD,B,2,28,M_SD_2,M_SD_2_28,5,7,"5, 7"
708,D,L_SD,Low,SD,C,3,36,L_SD_3,L_SD_3_36,6,12,"6, 12"
709,D,M_SS8,Medium,SS8,B,2,42,M_SS8_2,M_SS8_2_42,7,11,"7, 11"
710,D,L_SD,Low,SD,B,2,23,L_SD_2,L_SD_2_23,4,10,"4, 10"
711,D,M_SS8,Medium,SS8,B,2,36,M_SS8_2,M_SS8_2_36,6,12,"6, 12"
712,D,L_SS8,Low,SS8,B,2,26,L_SS8_2,L_SS8_2_26,5,3,"5, 3"
713,D,M_SS8,Medium,SS8,A,1,26,M_SS8_1,M_SS8_1_26,5,3,"5, 3"
714,D,S_SS8,Severe,SS8,B,2,35,S_SS8_2,S_SS8_2_35,6,10,"6, 10"
715,D,S_SS8,Severe,SS8,B,2,37,S_SS8_2,S_SS8_2_37,7,1,"7, 1"
716,D,L_RIC,Low,RIC,A,1,17,L_RIC_1,L_RIC_1_17,3,9,"3, 9"
717,D,L_SD,Low,SD,C,3,11,L_SD_3,L_SD_3_11,2,10,"2, 10"
719,D,M_SS8,Medium,SS8,C,3,32,M_SS8_3,M_SS8_3_32,6,4,"6, 4"
720,D,C,Control,C,D,2,27,C_2,C_2_27,5,5,"5, 5"
721,D,M_SD,Medium,SD,C,3,21,M_SD_3,M_SD_3_21,4,6,"4, 6"
722,D,S_SD,Severe,SD,C,3,31,S_SD_3,S_SD_3_31,6,2,"6, 2"
723,D,S_SD,Severe,SD,B,2,19,S_SD_2,S_SD_2_19,4,2,"4, 2"
724,D,S_RIC,Severe,RIC,C,3,15,S_RIC_3,S_RIC_3_15,3,5,"3, 5"
725,D,M_SD,Medium,SD,A,1,41,M_SD_1,M_SD_1_41,7,9,"7, 9"
726,D,L_SS8,Low,SS8,B,2,12,L_SS8_2,L_SS8_2_12,2,12,"2, 12"
727,D,L_SS8,Low,SS8,B,2,29,L_SS8_2,L_SS8_2_29,5,9,"5, 9"
728,D,C,Control,C,D,2,20,C_2,C_2_20,4,4,"4, 4"
730,D,L_RIC,Low,RIC,C,3,27,L_RIC_3,L_RIC_3_27,5,5,"5, 5"
731,D,L_SD,Low,SD,A,1,41,L_SD_1,L_SD_1_41,7,9,"7, 9"
732,D,C,Control,C,D,2,40,C_2,C_2_40,7,7,"7, 7"
733,D,L_RIC,Low,RIC,A,1,15,L_RIC_1,L_RIC_1_15,3,5,"3, 5"
735,D,S_SD,Severe,SD,B,2,34,S_SD_2,S_SD_2_34,6,8,"6, 8"
736,D,L_SD,Low,SD,B,2,11,L_SD_2,L_SD_2_11,2,10,"2, 10"
741,D,S_RIC,Severe,RIC,C,3,13,S_RIC_3,S_RIC_3_13,3,1,"3, 1"
743,D,M_RIC,Medium,RIC,B,2,19,M_RIC_2,M_RIC_2_19,4,2,"4, 2"
744,D,S_SS8,Severe,SS8,C,3,6,S_SS8_3,S_SS8_3_6,1,11,"1, 11"
745,D,L_SS8,Low,SS8,A,1,22,L_SS8_1,L_SS8_1_22,4,8,"4, 8"
746,D,S_SD,Severe,SD,B,2,40,S_SD_2,S_SD_2_40,7,7,"7, 7"
747,D,S_RIC,Severe,RIC,C,3,39,S_RIC_3,S_RIC_3_39,7,5,"7, 5"
749,D,M_SS8,Medium,SS8,B,2,38,M_SS8_2,M_SS8_2_38,7,3,"7, 3"
750,D,C,Control,C,D,2,25,C_2,C_2_25,5,1,"5, 1"
751,D,L_RIC,Low,RIC,C,3,6,L_RIC_3,L_RIC_3_6,1,11,"1, 11"
752,D,M_SS8,Medium,SS8,B,2,23,M_SS8_2,M_SS8_2_23,4,10,"4, 10"
754,D,S_SS8,Severe,SS8,C,3,14,S_SS8_3,S_SS8_3_14,3,3,"3, 3"
756,D,S_SD,Severe,SD,A,1,33,S_SD_1,S_SD_1_33,6,6,"6, 6"
758,D,S_RIC,Severe,RIC,C,3,8,S_RIC_3,S_RIC_3_8,2,4,"2, 4"
759,D,M_RIC,Medium,RIC,B,2,39,M_RIC_2,M_RIC_2_39,7,5,"7, 5"
760,D,S_RIC,Severe,RIC,B,2,17,S_RIC_2,S_RIC_2_17,3,9,"3, 9"
761,D,M_RIC,Medium,RIC,C,3,3,M_RIC_3,M_RIC_3_3,1,5,"1, 5"
763,D,L_RIC,Low,RIC,A,1,35,L_RIC_1,L_RIC_1_35,6,10,"6, 10"
764,D,L_RIC,Low,RIC,A,1,38,L_RIC_1,L_RIC_1_38,7,3,"7, 3"
765,D,S_SS8,Severe,SS8,C,3,8,S_SS8_3,S_SS8_3_8,2,4,"2, 4"
766,D,L_SS8,Low,SS8,A,1,2,L_SS8_1,L_SS8_1_2,1,3,"1, 3"
769,D,S_SS8,Severe,SS8,C,3,34,S_SS8_3,S_SS8_3_34,6,8,"6, 8"
770,D,S_SS8,Severe,SS8,C,3,26,S_SS8_3,S_SS8_3_26,5,3,"5, 3"
771,D,C,Control,C,D,1,9,C_1,C_1_9,2,6,"2, 6"
772,D,L_RIC,Low,RIC,B,2,3,L_RIC_2,L_RIC_2_3,1,5,"1, 5"
773,D,S_SD,Severe,SD,C,3,15,S_SD_3,S_SD_3_15,3,5,"3, 5"
774,D,M_SD,Medium,SD,B,2,5,M_SD_2,M_SD_2_5,1,9,"1, 9"
776,D,C,Control,C,D,1,20,C_1,C_1_20,4,4,"4, 4"
777,D,C,Control,C,D,2,29,C_2,C_2_29,5,9,"5, 9"
778,D,S_SD,Severe,SD,A,1,22,S_SD_1,S_SD_1_22,4,8,"4, 8"
779,D,L_SS8,Low,SS8,A,1,28,L_SS8_1,L_SS8_1_28,5,7,"5, 7"
780,D,L_SD,Low,SD,B,2,30,L_SD_2,L_SD_2_30,5,11,"5, 11"
781,D,S_SS8,Severe,SS8,C,3,16,S_SS8_3,S_SS8_3_16,3,7,"3, 7"
782,D,L_RIC,Low,RIC,C,3,13,L_RIC_3,L_RIC_3_13,3,1,"3, 1"
783,D,S_SD,Severe,SD,C,3,1,S_SD_3,S_SD_3_1,1,1,"1, 1"
784,D,M_RIC,Medium,RIC,B,2,9,M_RIC_2,M_RIC_2_9,2,6,"2, 6"
785,D,L_SD,Low,SD,B,2,18,L_SD_2,L_SD_2_18,3,11,"3, 11"
786,D,M_RIC,Medium,RIC,C,3,8,M_RIC_3,M_RIC_3_8,2,4,"2, 4"
787,D,M_RIC,Medium,RIC,A,1,20,M_RIC_1,M_RIC_1_20,4,4,"4, 4"
788,D,S_SS8,Severe,SS8,B,2,39,S_SS8_2,S_SS8_2_39,7,5,"7, 5"
790,D,M_RIC,Medium,RIC,B,2,22,M_RIC_2,M_RIC_2_22,4,8,"4, 8"
791,D,C,Control,C,D,3,4,C_3,C_3_4,1,7,"1, 7"
792,D,L_SS8,Low,SS8,C,3,7,L_SS8_3,L_SS8_3_7,2,2,"2, 2"
793,D,M_SS8,Medium,SS8,B,2,8,M_SS8_2,M_SS8_2_8,2,4,"2, 4"
794,D,M_RIC,Medium,RIC,C,3,23,M_RIC_3,M_RIC_3_23,4,10,"4, 10"
796,D,M_SD,Medium,SD,C,3,4,M_SD_3,M_SD_3_4,1,7,"1, 7"
799,D,M_SS8,Medium,SS8,B,2,35,M_SS8_2,M_SS8_2_35,6,10,"6, 10"
800,D,S_SD,Severe,SD,B,2,29,S_SD_2,S_SD_2_29,5,9,"5, 9"
803,D,L_SS8,Low,SS8,C,3,30,L_SS8_3,L_SS8_3_30,5,11,"5, 11"
805,D,S_SD,Severe,SD,A,1,37,S_SD_1,S_SD_1_37,7,1,"7, 1"
806,D,C,Control,C,D,1,12,C_1,C_1_12,2,12,"2, 12"
807,D,M_SD,Medium,SD,C,3,27,M_SD_3,M_SD_3_27,5,5,"5, 5"
808,D,M_SD,Medium,SD,C,3,36,M_SD_3,M_SD_3_36,6,12,"6, 12"
809,D,C,Control,C,D,3,41,C_3,C_3_41,7,9,"7, 9"
810,D,L_RIC,Low,RIC,A,1,16,L_RIC_1,L_RIC_1_16,3,7,"3, 7"
811,D,C,Control,C,D,1,7,C_1,C_1_7,2,2,"2, 2"
812,D,C,Control,C,D,3,17,C_3,C_3_17,3,9,"3, 9"
814,D,L_RIC,Low,RIC,B,2,32,L_RIC_2,L_RIC_2_32,6,4,"6, 4"
815,D,M_SS8,Medium,SS8,A,1,19,M_SS8_1,M_SS8_1_19,4,2,"4, 2"
816,D,C,Control,C,D,3,5,C_3,C_3_5,1,9,"1, 9"
817,D,L_SD,Low,SD,C,3,20,L_SD_3,L_SD_3_20,4,4,"4, 4"
818,D,L_SS8,Low,SS8,C,3,2,L_SS8_3,L_SS8_3_2,1,3,"1, 3"
822,E,M_SS8,Medium,SS8,B,2,39,M_SS8_2,M_SS8_2_39,7,5,"7, 5"
823,E,S_RIC,Severe,RIC,B,2,27,S_RIC_2,S_RIC_2_27,5,5,"5, 5"
824,E,S_SS8,Severe,SS8,B,2,22,S_SS8_2,S_SS8_2_22,4,8,"4, 8"
825,E,M_SS8,Medium,SS8,A,1,38,M_SS8_1,M_SS8_1_38,7,3,"7, 3"
826,E,M_SD,Medium,SD,B,2,20,M_SD_2,M_SD_2_20,4,4,"4, 4"
827,E,S_SS8,Severe,SS8,A,1,1,S_SS8_1,S_SS8_1_1,1,1,"1, 1"
828,E,M_RIC,Medium,RIC,C,3,36,M_RIC_3,M_RIC_3_36,6,12,"6, 12"
829,E,M_SS8,Medium,SS8,B,2,1,M_SS8_2,M_SS8_2_1,1,1,"1, 1"
830,E,C,Control,C,D,2,1,C_2,C_2_1,1,1,"1, 1"
831,E,M_SS8,Medium,SS8,B,2,34,M_SS8_2,M_SS8_2_34,6,8,"6, 8"
832,E,M_SD,Medium,SD,C,3,3,M_SD_3,M_SD_3_3,1,5,"1, 5"
833,E,L_SS8,Low,SS8,C,3,27,L_SS8_3,L_SS8_3_27,5,5,"5, 5"
834,E,S_SS8,Severe,SS8,B,2,41,S_SS8_2,S_SS8_2_41,7,9,"7, 9"
835,E,L_SS8,Low,SS8,B,2,17,L_SS8_2,L_SS8_2_17,3,9,"3, 9"
836,E,S_SD,Severe,SD,A,1,8,S_SD_1,S_SD_1_8,2,4,"2, 4"
837,E,S_RIC,Severe,RIC,A,1,25,S_RIC_1,S_RIC_1_25,5,1,"5, 1"
838,E,M_RIC,Medium,RIC,C,3,41,M_RIC_3,M_RIC_3_41,7,9,"7, 9"
839,E,L_SD,Low,SD,C,3,29,L_SD_3,L_SD_3_29,5,9,"5, 9"
840,E,S_SD,Severe,SD,A,1,1,S_SD_1,S_SD_1_1,1,1,"1, 1"
841,E,S_SS8,Severe,SS8,B,2,34,S_SS8_2,S_SS8_2_34,6,8,"6, 8"
842,E,S_RIC,Severe,RIC,C,3,41,S_RIC_3,S_RIC_3_41,7,9,"7, 9"
843,E,L_SS8,Low,SS8,B,2,39,L_SS8_2,L_SS8_2_39,7,5,"7, 5"
844,E,M_RIC,Medium,RIC,C,3,20,M_RIC_3,M_RIC_3_20,4,4,"4, 4"
845,E,S_SD,Severe,SD,C,3,17,S_SD_3,S_SD_3_17,3,9,"3, 9"
846,E,M_RIC,Medium,RIC,C,3,5,M_RIC_3,M_RIC_3_5,1,9,"1, 9"
848,E,L_SD,Low,SD,A,1,10,L_SD_1,L_SD_1_10,2,8,"2, 8"
849,E,M_SS8,Medium,SS8,C,3,41,M_SS8_3,M_SS8_3_41,7,9,"7, 9"
850,E,L_SD,Low,SD,C,3,16,L_SD_3,L_SD_3_16,3,7,"3, 7"
851,E,M_SD,Medium,SD,A,1,3,M_SD_1,M_SD_1_3,1,5,"1, 5"
852,E,S_SS8,Severe,SS8,A,1,38,S_SS8_1,S_SS8_1_38,7,3,"7, 3"
853,E,S_SS8,Severe,SS8,A,1,40,S_SS8_1,S_SS8_1_40,7,7,"7, 7"
854,E,L_SS8,Low,SS8,A,1,42,L_SS8_1,L_SS8_1_42,7,11,"7, 11"
855,E,M_SD,Medium,SD,A,1,29,M_SD_1,M_SD_1_29,5,9,"5, 9"
856,E,C,Control,C,D,3,16,C_3,C_3_16,3,7,"3, 7"
857,E,M_SS8,Medium,SS8,A,1,12,M_SS8_1,M_SS8_1_12,2,12,"2, 12"
859,E,S_SS8,Severe,SS8,B,2,23,S_SS8_2,S_SS8_2_23,4,10,"4, 10"
860,E,S_RIC,Severe,RIC,C,3,2,S_RIC_3,S_RIC_3_2,1,3,"1, 3"
861,E,S_SD,Severe,SD,B,2,3,S_SD_2,S_SD_2_3,1,5,"1, 5"
862,E,L_SD,Low,SD,B,2,4,L_SD_2,L_SD_2_4,1,7,"1, 7"
865,E,M_SS8,Medium,SS8,C,3,3,M_SS8_3,M_SS8_3_3,1,5,"1, 5"
866,E,S_SD,Severe,SD,B,2,36,S_SD_2,S_SD_2_36,6,12,"6, 12"
868,E,M_SD,Medium,SD,B,2,12,M_SD_2,M_SD_2_12,2,12,"2, 12"
869,E,S_SD,Severe,SD,B,2,9,S_SD_2,S_SD_2_9,2,6,"2, 6"
870,E,M_RIC,Medium,RIC,B,2,3,M_RIC_2,M_RIC_2_3,1,5,"1, 5"
871,E,M_SD,Medium,SD,A,1,16,M_SD_1,M_SD_1_16,3,7,"3, 7"
872,E,S_RIC,Severe,RIC,A,1,9,S_RIC_1,S_RIC_1_9,2,6,"2, 6"
873,E,M_SS8,Medium,SS8,C,3,31,M_SS8_3,M_SS8_3_31,6,2,"6, 2"
874,E,C,Control,C,D,1,25,C_1,C_1_25,5,1,"5, 1"
876,E,C,Control,C,D,1,30,C_1,C_1_30,5,11,"5, 11"
877,E,S_SD,Severe,SD,A,1,21,S_SD_1,S_SD_1_21,4,6,"4, 6"
878,E,L_RIC,Low,RIC,A,1,40,L_RIC_1,L_RIC_1_40,7,7,"7, 7"
879,E,M_SS8,Medium,SS8,A,1,23,M_SS8_1,M_SS8_1_23,4,10,"4, 10"
880,E,M_RIC,Medium,RIC,B,2,30,M_RIC_2,M_RIC_2_30,5,11,"5, 11"
881,E,L_RIC,Low,RIC,B,2,8,L_RIC_2,L_RIC_2_8,2,4,"2, 4"
882,E,M_RIC,Medium,RIC,B,2,25,M_RIC_2,M_RIC_2_25,5,1,"5, 1"
883,E,L_SD,Low,SD,B,2,34,L_SD_2,L_SD_2_34,6,8,"6, 8"
884,E,M_SD,Medium,SD,A,1,32,M_SD_1,M_SD_1_32,6,4,"6, 4"
885,E,L_SD,Low,SD,B,2,26,L_SD_2,L_SD_2_26,5,3,"5, 3"
886,E,C,Control,C,D,2,34,C_2,C_2_34,6,8,"6, 8"
888,E,L_RIC,Low,RIC,B,2,22,L_RIC_2,L_RIC_2_22,4,8,"4, 8"
889,E,C,Control,C,D,1,14,C_1,C_1_14,3,3,"3, 3"
890,E,S_RIC,Severe,RIC,A,1,15,S_RIC_1,S_RIC_1_15,3,5,"3, 5"
891,E,L_RIC,Low,RIC,A,1,22,L_RIC_1,L_RIC_1_22,4,8,"4, 8"
892,E,S_SS8,Severe,SS8,B,2,17,S_SS8_2,S_SS8_2_17,3,9,"3, 9"
893,E,L_SS8,Low,SS8,C,3,31,L_SS8_3,L_SS8_3_31,6,2,"6, 2"
894,E,S_SS8,Severe,SS8,B,2,21,S_SS8_2,S_SS8_2_21,4,6,"4, 6"
895,E,M_SS8,Medium,SS8,C,3,35,M_SS8_3,M_SS8_3_35,6,10,"6, 10"
896,E,M_RIC,Medium,RIC,B,2,23,M_RIC_2,M_RIC_2_23,4,10,"4, 10"
897,E,M_SD,Medium,SD,B,2,17,M_SD_2,M_SD_2_17,3,9,"3, 9"
899,E,L_RIC,Low,RIC,C,3,21,L_RIC_3,L_RIC_3_21,4,6,"4, 6"
900,E,M_SD,Medium,SD,B,2,4,M_SD_2,M_SD_2_4,1,7,"1, 7"
902,E,L_SD,Low,SD,B,2,2,L_SD_2,L_SD_2_2,1,3,"1, 3"
903,E,C,Control,C,D,2,22,C_2,C_2_22,4,8,"4, 8"
904,E,L_SD,Low,SD,B,2,8,L_SD_2,L_SD_2_8,2,4,"2, 4"
905,E,L_RIC,Low,RIC,B,2,6,L_RIC_2,L_RIC_2_6,1,11,"1, 11"
906,E,L_RIC,Low,RIC,A,1,10,L_RIC_1,L_RIC_1_10,2,8,"2, 8"
907,E,C,Control,C,D,3,9,C_3,C_3_9,2,6,"2, 6"
908,E,L_SS8,Low,SS8,B,2,15,L_SS8_2,L_SS8_2_15,3,5,"3, 5"
909,E,S_SS8,Severe,SS8,A,1,18,S_SS8_1,S_SS8_1_18,3,11,"3, 11"
910,E,L_SS8,Low,SS8,A,1,24,L_SS8_1,L_SS8_1_24,4,12,"4, 12"
911,E,M_SS8,Medium,SS8,C,3,22,M_SS8_3,M_SS8_3_22,4,8,"4, 8"
912,E,S_RIC,Severe,RIC,A,1,6,S_RIC_1,S_RIC_1_6,1,11,"1, 11"
913,E,L_SD,Low,SD,B,2,14,L_SD_2,L_SD_2_14,3,3,"3, 3"
914,E,S_SS8,Severe,SS8,C,3,9,S_SS8_3,S_SS8_3_9,2,6,"2, 6"
915,E,C,Control,C,D,3,20,C_3,C_3_20,4,4,"4, 4"
917,E,S_SD,Severe,SD,B,2,38,S_SD_2,S_SD_2_38,7,3,"7, 3"
918,E,M_RIC,Medium,RIC,C,3,6,M_RIC_3,M_RIC_3_6,1,11,"1, 11"
919,E,M_SD,Medium,SD,C,3,14,M_SD_3,M_SD_3_14,3,3,"3, 3"
920,E,M_RIC,Medium,RIC,C,3,16,M_RIC_3,M_RIC_3_16,3,7,"3, 7"
921,E,S_SS8,Severe,SS8,B,2,18,S_SS8_2,S_SS8_2_18,3,11,"3, 11"
922,E,L_SS8,Low,SS8,A,1,37,L_SS8_1,L_SS8_1_37,7,1,"7, 1"
923,E,S_SD,Severe,SD,C,3,11,S_SD_3,S_SD_3_11,2,10,"2, 10"
924,E,M_SS8,Medium,SS8,C,3,38,M_SS8_3,M_SS8_3_38,7,3,"7, 3"
925,E,L_RIC,Low,RIC,C,3,7,L_RIC_3,L_RIC_3_7,2,2,"2, 2"
926,E,M_RIC,Medium,RIC,B,2,12,M_RIC_2,M_RIC_2_12,2,12,"2, 12"
927,E,L_SS8,Low,SS8,B,2,18,L_SS8_2,L_SS8_2_18,3,11,"3, 11"
929,E,M_RIC,Medium,RIC,A,1,35,M_RIC_1,M_RIC_1_35,6,10,"6, 10"
930,E,L_SS8,Low,SS8,B,2,23,L_SS8_2,L_SS8_2_23,4,10,"4, 10"
931,E,C,Control,C,D,1,31,C_1,C_1_31,6,2,"6, 2"
932,E,S_SS8,Severe,SS8,A,1,39,S_SS8_1,S_SS8_1_39,7,5,"7, 5"
933,E,L_SS8,Low,SS8,A,1,29,L_SS8_1,L_SS8_1_29,5,9,"5, 9"
934,E,M_SS8,Medium,SS8,A,1,41,M_SS8_1,M_SS8_1_41,7,9,"7, 9"
935,E,S_RIC,Severe,RIC,C,3,17,S_RIC_3,S_RIC_3_17,3,9,"3, 9"
936,E,L_SD,Low,SD,C,3,1,L_SD_3,L_SD_3_1,1,1,"1, 1"
937,E,L_RIC,Low,RIC,C,3,37,L_RIC_3,L_RIC_3_37,7,1,"7, 1"
938,E,S_RIC,Severe,RIC,C,3,10,S_RIC_3,S_RIC_3_10,2,8,"2, 8"
939,E,S_SS8,Severe,SS8,C,3,7,S_SS8_3,S_SS8_3_7,2,2,"2, 2"
940,E,S_SD,Severe,SD,C,3,4,S_SD_3,S_SD_3_4,1,7,"1, 7"
942,E,S_SD,Severe,SD,C,3,19,S_SD_3,S_SD_3_19,4,2,"4, 2"
943,E,S_SD,Severe,SD,C,3,27,S_SD_3,S_SD_3_27,5,5,"5, 5"
944,E,C,Control,C,D,3,21,C_3,C_3_21,4,6,"4, 6"
945,E,S_SD,Severe,SD,A,1,31,S_SD_1,S_SD_1_31,6,2,"6, 2"
946,E,L_SS8,Low,SS8,A,1,4,L_SS8_1,L_SS8_1_4,1,7,"1, 7"
947,E,C,Control,C,D,3,25,C_3,C_3_25,5,1,"5, 1"
948,E,S_RIC,Severe,RIC,B,2,25,S_RIC_2,S_RIC_2_25,5,1,"5, 1"
949,E,S_RIC,Severe,RIC,B,2,37,S_RIC_2,S_RIC_2_37,7,1,"7, 1"
950,E,M_RIC,Medium,RIC,B,2,4,M_RIC_2,M_RIC_2_4,1,7,"1, 7"
951,E,L_RIC,Low,RIC,A,1,31,L_RIC_1,L_RIC_1_31,6,2,"6, 2"
